Width,Color,Steering_angle_difference,Other_lane_intersection
3,12,-0.594637796282768,0.0
3,13,-0.5659173429012296,0.0
3,14,-1.2058625519275663,0.0
3,15,-1.1012384071946142,0.0
3,16,-0.19369014725089073,0.0
3,17,-0.5629170723259449,0.0
3,18,-0.05945474654436095,0.0
3,19,-0.25002818927168824,0.0
3,20,0.1202468164265158,0.0
3,21,-0.05553837493061997,0.0
3,22,0.0018543638288974484,0.0
3,23,-0.15989645197987545,0.0
3,24,-0.22758110985159868,0.0
3,25,-0.15261995792388924,0.0
3,26,-0.27295689657330535,0.0
3,27,-0.1973424144089222,0.0
3,28,0.023762483149766922,0.0
3,29,-0.20237980037927628,0.0
3,30,-0.5924405269324781,0.0
3,31,-0.19182052090764046,0.0
3,32,-0.207582987844944,0.0
3,33,0.07406533136963844,0.0
3,34,-0.4926273711025715,0.0
3,35,0.14363722130656237,0.0
3,36,-0.47691376507282235,0.0
3,37,-0.295523751527071,0.0
3,38,-0.10831604152917892,0.0
3,39,-0.3348782472312448,0.0
3,40,-0.1359693035483363,0.0
3,41,-0.2750607840716837,0.0
3,42,-0.23389145359396915,0.0
3,43,-0.524416361004114,0.0
3,44,-0.42630758136510805,0.0
3,45,-0.7815876938402653,0.0
3,46,-0.9813559763133524,0.0
3,47,-0.2798043228685858,0.0
3,48,-0.32104626297950745,0.0
3,49,-0.29045926406979583,0.0
3,50,-0.4171984940767286,0.0
3,51,-0.3439600877463821,0.0
3,52,-0.8903490230441091,0.0
3,53,-0.5251057222485539,0.0
3,54,-0.6511060707271097,0.0
3,55,-0.2939208708703518,0.0
3,56,-0.5612944960594175,0.0
3,57,-0.2912390828132625,0.0
3,58,-0.46321195363998424,0.0
3,59,-0.4780648238956925,0.0
3,60,-0.4663953147828579,0.0
3,61,-0.3408869318664073,0.0
3,62,-0.7416444383561611,0.0
3,63,-0.054851926863193456,0.0
3,64,-0.3672713674604887,0.0
3,65,-0.6492365896701808,0.0
3,66,-0.3939008451998236,0.0
3,67,-0.48084142059087776,0.0
3,68,-0.4217776022851464,0.0
3,69,-0.3396068662405013,0.0
3,70,-0.6957904063165187,0.0
3,71,-0.6705276332795622,0.0
3,72,-0.7484691776335236,0.0
3,73,-0.5372003726661205,0.0
3,74,-0.68413420766592,0.0
3,75,-0.9264343082904818,0.0
3,76,-0.8789955414831638,0.0
3,77,-0.2812251187860963,0.0
3,78,-0.6291215904057028,0.0
3,79,-0.6701017282903194,0.0
3,80,-0.2818559668958185,0.0
3,81,-0.6839146874845027,0.0
3,82,-0.5289554893970486,0.0
3,83,-0.46441006287932374,0.0
3,84,-0.43159542232751813,0.0
3,85,-0.2698963172733785,0.0
3,86,-0.14357278496026982,0.0
3,87,-0.18592621758580197,0.0
3,88,0.005435507744550899,0.0
3,89,0.05516155064106032,0.0
3,90,-0.16763259470462805,0.0
3,91,-0.2174949906766412,0.0
3,92,-0.5169399119913576,0.0
3,93,-0.8454261384904385,0.0
3,94,0.08142682909965551,0.0
3,95,-0.10590669140219677,0.0
3,96,-0.31362176686525317,0.0
3,97,0.0512338317930697,0.0
3,98,0.09609935432672519,0.0
3,99,-0.1845081783831121,0.0
3,100,0.2125428840518,0.0
3,101,0.09525503218173986,0.0
3,102,-0.3227264955639836,0.0
3,103,0.2474427334964275,0.0
3,104,-0.49980397149920475,0.0
3,105,0.033541996031999644,0.0
3,106,-0.2581430673599243,0.0
3,107,0.08219841122627303,0.0
3,108,0.2793713510036471,0.0
3,109,0.4075376354157927,0.0
3,110,0.3181551173329354,0.0
3,111,0.026310641318559647,0.0
3,112,0.06058309227228151,0.0
3,113,0.23911090195178977,0.0
3,114,0.11483853310346612,0.0
3,115,0.37775322049856186,0.0
3,116,0.1282793805003165,0.0
3,117,0.44628723710775353,0.0
3,118,-0.19909734651446342,0.0
3,119,0.19446607306599584,0.0
3,120,0.37696821615099896,0.0
3,121,0.11274961382150653,0.0
3,122,0.29206955805420864,0.0
3,123,0.4590192846953868,0.0
3,124,0.5496871769428251,0.0
3,125,0.6663051694631578,0.0
3,126,0.6147750690579414,0.0
3,127,0.569933980703354,0.0
3,128,0.6427680477499962,0.0
3,129,0.3531623184680939,0.0
3,130,0.8232377879321574,0.0
3,131,0.6479983180761335,0.0
3,132,1.0776082016527653,0.0
3,133,0.5197113044559956,0.0
3,134,0.673868849873543,0.0
3,135,0.6640894971787927,0.0
3,136,0.7398264855146408,0.0
3,137,0.6582321412861347,0.0
3,138,0.7397838607430458,0.0
3,139,0.7325789518654346,0.0
3,140,0.9333917796611787,0.0
3,141,0.410177156329155,0.0
3,142,0.5973271839320662,0.0
3,143,0.7081918045878408,0.0
3,144,0.7445682734251019,0.0
3,145,1.1240546442568304,0.0
3,146,0.7613002173602581,0.0
3,147,1.0066614523530004,0.0
3,148,0.7284359000623226,0.0
3,149,0.8523384258151057,0.0
3,150,0.8797472231090069,0.0
3,151,0.8159751705825333,0.0
3,152,1.0139512196183205,0.0
3,153,1.25135388225317,0.0
3,154,1.009160067886114,0.0
3,155,1.2313861027359962,0.0
3,156,0.9887027218937878,0.0
3,157,1.1486887484788895,0.0
3,158,1.1689845621585846,0.0
3,159,1.548038169741631,0.0
3,160,1.1253501288592813,0.0
3,161,0.9642931669950484,0.0
3,162,1.1034472025930884,0.0
3,163,1.1576547510921955,0.0
3,164,0.9694970957934854,0.0
3,165,1.2355522625148296,0.0
3,166,1.1993414722383022,0.0
3,167,1.2360595390200613,0.0
3,168,1.2069751732051373,0.0
3,169,0.9972787648439414,0.0
3,170,0.9213748611509801,0.0
3,171,1.1390397474169731,0.0
3,172,1.0985080227255821,0.0
3,173,0.909492414444685,0.0
3,174,0.7560060620307925,0.0
3,175,0.9316610507667067,0.0
3,176,0.87338063120842,0.0
3,177,1.124218437820673,0.0
3,178,1.1221860572695732,0.0
3,179,1.0935582742094998,0.0
3,180,1.1211882196366787,0.0
3,181,0.9909354671835899,0.0
3,182,0.8394982181489469,0.0
3,183,1.01345119997859,0.0
3,184,1.3023353219032288,0.0
3,185,1.1095768958330154,0.0
3,186,1.1430381387472157,0.0
3,187,0.8799197599291803,0.0
3,188,0.9738684594631193,0.0
3,189,1.0083904229104514,0.0
3,190,1.2008832730352879,0.0
3,191,1.0472668111324313,0.0
3,192,1.3307806327939036,0.0
3,193,0.843191746622324,0.0
3,194,1.3401014171540737,0.0
3,195,1.0969395712018013,0.0
3,196,1.2271172739565375,0.0
3,197,0.7091793529689312,0.0
3,198,0.7078336104750631,0.0
3,199,1.0507379174232483,0.0
3,200,0.8583259098231792,0.0
3,201,1.1728613823652265,0.0
3,202,0.777218744158745,0.0
3,203,1.084189921617508,0.0
3,204,0.9869279488921165,0.0
3,205,1.0206651426851752,0.0
3,206,1.1301234737038612,0.0
3,207,1.211683209985495,0.0
3,208,1.029966626316309,0.0
3,209,0.783687945455313,0.0
3,210,0.8863593749701979,0.0
3,211,0.9502982050180437,0.0
3,212,1.0304804481565957,0.0
3,213,0.9959147423505785,0.0
3,214,1.391339007765055,0.0
3,215,0.8934920243918895,0.0
3,216,1.0802462883293629,0.0
3,217,0.8056383058428763,0.0
3,218,0.7913467921316621,0.0
3,219,0.9674217514693737,0.0
3,220,0.8421187959611416,0.0
3,221,1.0844514444470406,0.0
3,222,0.8254387974739079,0.0
3,223,0.7856447249650956,0.0
3,224,0.872626204043627,0.0
3,225,1.0848096497356887,0.0
3,226,1.0745598375797272,0.0
3,227,0.6846656911075115,0.0
3,228,1.0286327600479126,0.0
3,229,0.9362571462988852,0.0
3,230,1.1046133562922478,0.0
3,231,0.8174598962068558,0.0
3,232,1.1073688864707947,0.0
3,233,1.0296819098293781,0.0
3,234,1.0468314215540884,0.0
3,235,0.8226816616952422,0.0
3,236,1.0705019719898698,0.0
3,237,0.9452095180749897,0.0
3,238,1.0345709882676601,0.0
3,239,1.271832849830389,0.0
3,240,1.1065668687224386,0.0
3,241,2.6257159523665905,0.0
3,242,0.7382869049906731,0.0
3,243,1.0931464508175852,0.0
3,244,0.8818818144500256,0.0
3,245,0.7967626601457596,0.0
3,246,1.0127804428339005,0.0
3,247,1.0016383416950703,0.0
3,248,1.0272992514073849,0.0
3,249,1.1729992516338825,0.0
3,250,1.3683574870228767,0.0
3,251,1.29094922170043,0.0
3,252,1.2842073924839497,0.0
3,253,1.0901262760162354,0.0
3,254,1.307983085513115,0.0
4,0,-1.691458210349083,0.22448979131877417
4,1,-1.6231357418000698,0.26530611701309675
4,2,-1.679345153272152,0.30612244270741934
4,3,-1.6268283501267429,0.3061224427074193
4,4,-1.0186909027397633,0.16326530277729032
4,5,-1.5611549690365791,0.22448979131877417
4,6,-0.6654533967375753,0.08163265138864516
4,7,-1.4468125104904175,0.22448979131877417
4,8,-1.701823893934488,0.30612244270741934
4,9,-0.5715235210955143,0.10204081423580644
4,10,-0.830678466707468,0.34693876840174187
4,11,-1.7558180652558804,0.3265306055545806
4,12,-1.7048113644123077,0.30612244270741934
4,13,-0.9766503982245922,0.08163265138864516
4,14,-1.4262985214591026,0.28571427986025805
4,15,-1.5614923872053623,0.22448979131877417
4,16,-1.531687177717686,0.22448979131877417
4,17,-1.794405236840248,0.30612244270741934
4,18,-1.644395351409912,0.14285713993012902
4,19,-1.9256199412047863,0.3265306055545806
4,20,-1.1864683292806146,0.10204081423580644
4,21,-1.5295456275343895,0.16326530277729032
4,22,-1.9290760159492493,0.28571427986025805
4,23,-1.6967857331037521,0.30612244270741934
4,24,-1.5796475782990453,0.22448979131877417
4,25,-1.4253294058144093,0.18367346562445158
4,26,-1.960446123033762,0.3265306055545806
4,27,-1.4869439229369164,0.22448979131877417
4,28,-1.2183860428631306,0.04081632569432258
4,29,-1.438233144581318,0.12244897708296773
4,30,-0.9636126682162283,0.12244897708296773
4,31,-1.0583792999386785,0.04081632569432258
4,32,-0.9797924160957336,0.10204081423580644
4,33,-1.1760889180004594,0.02040816284716129
4,34,-0.5858054123818873,0.061224488541483865
4,35,-0.7935917489230633,0.02040816284716129
4,36,-1.7477416954934593,0.24489795416593546
4,37,-1.2460185773670673,0.04081632569432258
4,38,-1.2173648588359354,0.04081632569432258
4,39,-1.68449717015028,0.14285713993012902
4,40,-1.0163758359849453,0.0
4,41,-1.6946046873927116,0.02040816284716129
4,42,-1.8727190345525746,0.02040816284716129
4,43,-1.3157993182539935,0.0
4,44,-1.309438481926918,0.0
4,45,-0.9752532392740247,0.0
4,46,-1.8375488929450512,0.0
4,47,-1.4050258696079254,0.0
4,48,-1.6312778815627098,0.0
4,49,-1.651742972433567,0.0
4,50,-1.748455841094255,0.0
4,51,-1.3292864076793194,0.02040816284716129
4,52,-1.3136900700628757,0.0
4,53,-1.0555821135640142,0.0
4,54,-1.9124952405691147,0.0
4,55,-1.1875036880373955,0.0
4,56,-1.8305321633815765,0.0
4,57,-1.4210387580096722,0.0
4,58,-0.5653829462826251,0.0
4,59,-1.3521457053720949,0.0
4,60,-0.07414253428578355,0.0
4,61,-0.061731077730655615,0.0
4,62,-0.8756374381482601,0.0
4,63,-0.25655836984515185,0.0
4,64,-0.17224147543311108,0.0
4,65,0.6163635849952698,0.0
4,66,0.14629663527011877,0.0
4,67,-0.048047065734863614,0.0
4,68,-0.170832749456167,0.0
4,69,-0.24547764658927929,0.0
4,70,-0.4940041676163671,0.0
4,71,0.19611516967415807,0.0
4,72,0.14424502477049855,0.0
4,73,-0.40625433996319793,0.0
4,74,0.05799258500337595,0.0
4,75,-0.08146834000945077,0.0
4,76,-0.17910256609320635,0.0
4,77,-0.09724947437644005,0.0
4,78,-0.07807151600718504,0.0
4,79,-0.040459781885147206,0.0
4,80,-0.41631535813212395,0.0
4,81,-0.06341944634914387,0.0
4,82,0.03934812173247332,0.0
4,83,0.24344805628061314,0.0
4,84,-0.4899647422134876,0.0
4,85,0.026621777564287352,0.0
4,86,-0.47213250398635864,0.0
4,87,-0.09004026278853433,0.0
4,88,-0.07415511086583149,0.0
4,89,0.0027345046401026085,0.0
4,90,-0.18808959797024732,0.0
4,91,-0.3313855677843095,0.0
4,92,-0.5372195504605768,0.0
4,93,-0.05553900450468027,0.0
4,94,-0.06747040152549744,0.0
4,95,-0.47451309859752633,0.0
4,96,0.096093364059925,0.0
4,97,-0.25371535867452616,0.0
4,98,-0.09864411503076528,0.0
4,99,-0.1581424549221989,0.0
4,100,-0.2435339912772178,0.0
4,101,-0.7054390870034692,0.0
4,102,-0.39147590100765184,0.0
4,103,-0.31714310497045517,0.0
4,104,-0.3406146317720413,0.0
4,105,-0.00686106830835348,0.0
4,106,-0.25821052864193916,0.0
4,107,0.12350596860051147,0.0
4,108,0.005217816680670118,0.0
4,109,0.05748393759131448,0.0
4,110,0.020290613174438504,0.0
4,111,0.11138774827122727,0.0
4,112,0.30421069636940945,0.0
4,113,0.09331297874450714,0.0
4,114,0.4070428572595121,0.0
4,115,0.35732154920697223,0.0
4,116,-0.09762711822986578,0.0
4,117,0.30496573075652145,0.0
4,118,0.5445899441838266,0.0
4,119,0.12053925544023514,0.0
4,120,0.3993266262114049,0.0
4,121,0.513727780431509,0.0
4,122,0.7120584324002267,0.0
4,123,0.25857347249984775,0.0
4,124,-0.14476799219846753,0.0
4,125,0.7673919312655926,0.0
4,126,0.17507409304380456,0.0
4,127,0.9619428180158137,0.0
4,128,0.5199627280235293,0.0
4,129,0.4466000981628894,0.0
4,130,0.2953961677849293,0.0
4,131,0.8944498412311076,0.0
4,132,0.2591852881014348,0.0
4,133,0.625801291316748,0.0
4,134,0.9099798277020454,0.0
4,135,0.5614981278777127,0.0
4,136,1.1914426907896996,0.0
4,137,0.7431246191263194,0.0
4,138,0.8676209151744841,0.0
4,139,0.7588175013661381,0.0
4,140,0.4104390777647493,0.0
4,141,0.960902411490679,0.0
4,142,0.6807696223258974,0.0
4,143,0.42550386860966716,0.0
4,144,0.5550245344638822,0.0
4,145,0.734142269939184,0.0
4,146,0.9032795764505868,0.0
4,147,0.6868696212768552,0.0
4,148,0.665056239813566,0.0
4,149,1.179818831384182,0.0
4,150,0.8321148082613945,0.0
4,151,1.0215916037559514,0.0
4,152,0.9527068324387076,0.0
4,153,0.41734138503670715,0.0
4,154,1.0060839913785458,0.0
4,155,0.8882547095417976,0.0
4,156,0.7360434159636496,0.0
4,157,1.030667893588543,0.0
4,158,0.4316777884960176,0.0
4,159,1.1493228487670422,0.0
4,160,0.9471925348043442,0.0
4,161,1.4594842717051506,0.0
4,162,1.1759761497378354,0.0
4,163,0.6819554194808004,0.0
4,164,1.402464054524899,0.0
4,165,1.085540667176247,0.0
4,166,1.4398995824158192,0.0
4,167,1.4506874307990074,0.0
4,168,1.239037699997425,0.0
4,169,1.7026881836354733,0.0
4,170,1.3798393122851844,0.0
4,171,1.295484520494938,0.0
4,172,1.0655386559665203,0.0
4,173,1.4376943595707417,0.0
4,174,1.1174984909594061,0.0
4,175,1.0629532523453236,0.0
4,176,1.3810233920812607,0.0
4,177,1.1414131596684456,0.0
4,178,0.9484922364354131,0.0
4,179,0.8525353744626047,0.0
4,180,1.119696315377951,0.0
4,181,0.9046753011643889,0.0
4,182,1.0001704096794128,0.0
4,183,1.2390792183578012,0.0
4,184,1.1009323969483376,0.0
4,185,1.1729533746838567,0.0
4,186,0.7399459667503836,0.0
4,187,1.191365245729685,0.0
4,188,1.2102801799774172,0.0
4,189,1.4535051211714747,0.0
4,190,1.0568611286580567,0.0
4,191,1.2027448639273641,0.0
4,192,1.3397281318902967,0.0
4,193,1.081801064312458,0.0
4,194,1.213074803352356,0.0
4,195,1.2484500259160995,0.0
4,196,1.2643727697432041,0.0
4,197,0.9752427563071251,0.0
4,198,1.2536746338009834,0.0
4,199,1.235006920993328,0.0
4,200,1.1463736891746523,0.0
4,201,1.3828677348792557,0.0
4,202,0.7860326133668423,0.0
4,203,1.1001637428998945,0.0
4,204,0.8670394532382487,0.0
4,205,1.0019809789955616,0.0
4,206,1.1329944133758545,0.0
4,207,1.146160326898098,0.0
4,208,1.133427545428276,0.0
4,209,1.2103132680058477,0.0
4,210,1.2769955508410935,0.0
4,211,0.9723048247396948,0.0
4,212,0.9754001982510088,0.0
4,213,1.0983408242464066,0.0
4,214,1.0874908268451688,0.0
4,215,1.1872949786484237,0.0
4,216,1.0483840815722942,0.0
4,217,0.8203078433871271,0.0
4,218,0.9774540327489376,0.0
4,219,1.2000911273062231,0.0
4,220,0.7378433793783188,0.0
4,221,0.9080984406173229,0.0
4,222,1.2081648372113702,0.0
4,223,1.2703218720853329,0.0
4,224,1.2042299062013628,0.0
4,225,1.3501026853919027,0.0
4,226,1.1053492724895477,0.0
4,227,0.9652674198150633,0.0
4,228,0.9508328735828402,0.0
4,229,1.058823898434639,0.0
4,230,1.126354534178972,0.0
4,231,1.1518087796866896,0.0
4,232,1.3039320968091488,0.0
4,233,1.3890278451144695,0.0
4,234,1.335367027670145,0.0
4,235,1.0086658038198946,0.0
4,236,0.7364845946431158,0.0
4,237,1.2141013145446777,0.0
4,238,1.1957112923264506,0.0
4,239,1.1240044906735418,0.0
4,240,1.1339676901698112,0.0
4,241,1.2229516729712488,0.0
4,242,1.2468079812824724,0.0
4,243,0.9352045096457008,0.0
4,244,0.8611159995198252,0.0
4,245,0.6587790250778199,0.0
4,246,1.2705927528440952,0.0
4,247,0.9838019199669359,0.0
4,248,1.6629112474620344,0.0
4,249,1.0648180879652498,0.0
4,250,1.631608005613089,0.0
4,251,1.1735864952206612,0.0
4,252,1.2393483966588974,0.0
4,253,1.3064841702580452,0.0
4,254,1.0999815389513972,0.0
5,0,-1.1095944121479984,1.7551020421087742
5,1,-0.4538662098348143,1.2040816098451614
5,2,-0.8392217643558977,1.3877550940960646
5,3,8.095402430742979,44.693877797573805
5,4,-0.7744252197444439,1.510204078629613
5,5,-0.6603216789662836,0.9795918259769678
5,6,-0.64378871768713,1.2040816135704517
5,7,-1.0307330600917335,1.4693877436220646
5,8,10.299445755779743,45.897959526628256
5,9,-0.7408229261636734,1.061224477365613
5,10,-0.8235940374433994,1.3265305906534195
5,11,-0.8692374676465988,1.448979577049613
5,12,-1.3617911897599697,1.3265305925160646
5,13,-0.7382200136780737,1.4489795845001936
5,14,-0.7805839814245701,1.8367346972227097
5,15,-0.7389149628579617,1.1836734469980001
5,16,-1.4512241035699842,1.4897959046065807
5,17,-0.9277367405593395,1.3265305943787098
5,18,-1.123419612646103,1.061224477365613
5,19,-0.8858303688466547,1.5510203950107098
5,20,-0.913639657199383,0.9387755021452904
5,21,-0.7047310769557955,1.2653061021119356
5,22,-0.8106404915452001,0.9999999906867743
