Width,Color,Steering_angle_difference
24.00,47.00,-1.05
24.00,48.00,-0.58
24.00,49.00,-1.18
24.00,50.00,-1.03
24.00,51.00,-0.94
24.00,52.00,-0.52
24.00,53.00,-0.59
24.00,54.00,-0.74
24.00,55.00,-0.31
24.00,56.00,-0.68
24.00,57.00,-0.61
24.00,58.00,0.38
24.00,59.00,-0.25
24.00,60.00,0.35
24.00,61.00,0.52
24.00,62.00,-0.65
24.00,63.00,0.05
24.00,64.00,0.13
24.00,65.00,-0.01
24.00,66.00,-0.20
24.00,67.00,0.41
24.00,68.00,0.20
24.00,69.00,0.36
24.00,70.00,0.35
24.00,71.00,0.27
24.00,72.00,0.32
24.00,73.00,0.01
24.00,74.00,0.50
24.00,75.00,-0.06
24.00,76.00,0.40
24.00,77.00,0.13
24.00,78.00,0.63
24.00,79.00,0.47
24.00,80.00,0.22
24.00,81.00,0.15
24.00,82.00,0.25
24.00,83.00,-0.18
24.00,84.00,-0.04
24.00,85.00,0.49
24.00,86.00,-0.15
24.00,87.00,0.32
24.00,88.00,-0.08
24.00,89.00,0.27
24.00,90.00,-0.19
24.00,91.00,-0.07
24.00,92.00,0.20
24.00,93.00,0.08
24.00,94.00,0.11
24.00,95.00,-0.21
24.00,96.00,0.60
24.00,97.00,-0.18
24.00,98.00,-0.34
24.00,99.00,-0.50
24.00,100.00,-0.30
24.00,101.00,-0.23
24.00,102.00,-0.03
24.00,103.00,-0.06
24.00,104.00,-0.01
24.00,105.00,0.43
24.00,106.00,0.82
24.00,107.00,1.12
24.00,108.00,0.65
24.00,109.00,0.62
24.00,110.00,0.39
24.00,111.00,0.69
24.00,112.00,1.22
24.00,113.00,0.98
24.00,114.00,1.02
24.00,115.00,1.03
24.00,116.00,1.24
24.00,117.00,1.19
24.00,118.00,1.13
24.00,119.00,0.75
24.00,120.00,0.94
24.00,121.00,1.11
24.00,122.00,1.07
24.00,123.00,1.16
24.00,124.00,1.18
24.00,125.00,1.04
24.00,126.00,1.33
24.00,127.00,1.05
24.00,128.00,1.31
24.00,129.00,1.14
24.00,130.00,1.14
24.00,131.00,1.03
24.00,132.00,1.02
24.00,133.00,1.07
24.00,134.00,0.96
24.00,135.00,1.34
24.00,136.00,1.44
24.00,137.00,1.28
24.00,138.00,1.49
24.00,139.00,0.69
24.00,140.00,1.43
24.00,141.00,0.93
24.00,142.00,1.66
24.00,143.00,1.17
24.00,144.00,1.05
24.00,145.00,1.27
24.00,146.00,1.29
24.00,147.00,1.40
24.00,148.00,1.29
24.00,149.00,1.42
24.00,150.00,1.42
24.00,151.00,1.58
24.00,152.00,1.40
24.00,153.00,1.50
24.00,154.00,1.21
24.00,155.00,1.32
24.00,156.00,1.56
24.00,157.00,1.42
24.00,158.00,1.38
24.00,159.00,1.38
24.00,160.00,1.41
24.00,161.00,1.54
24.00,162.00,1.05
24.00,163.00,1.51
24.00,164.00,1.45
24.00,165.00,1.29
24.00,166.00,1.34
24.00,167.00,1.83
24.00,168.00,0.94
24.00,169.00,1.10
24.00,170.00,1.14
24.00,171.00,1.24
24.00,172.00,0.93
24.00,173.00,1.01
24.00,174.00,1.19
24.00,175.00,1.02
24.00,176.00,1.28
24.00,177.00,1.12
24.00,178.00,0.96
24.00,179.00,1.23
24.00,180.00,1.42
24.00,181.00,0.96
24.00,182.00,1.20
24.00,183.00,1.05
24.00,184.00,1.11
24.00,185.00,1.52
24.00,186.00,1.15
24.00,187.00,1.22
24.00,188.00,0.98
24.00,189.00,1.12
24.00,190.00,0.91
24.00,191.00,0.91
24.00,192.00,1.13
24.00,193.00,1.12
24.00,194.00,1.08
24.00,195.00,1.23
24.00,196.00,0.98
24.00,197.00,1.15
24.00,198.00,1.22
24.00,199.00,1.19
24.00,200.00,1.10
24.00,201.00,1.24
24.00,202.00,1.06
24.00,203.00,1.23
24.00,204.00,1.22
24.00,205.00,1.01
24.00,206.00,1.42
24.00,207.00,1.10
24.00,208.00,1.37
24.00,209.00,1.34
24.00,210.00,1.31
24.00,211.00,1.54
24.00,212.00,1.45
24.00,213.00,1.29
24.00,214.00,1.06
24.00,215.00,1.47
24.00,216.00,1.08
24.00,217.00,0.74
24.00,218.00,0.81
24.00,219.00,0.74
24.00,220.00,1.08
24.00,221.00,1.04
24.00,222.00,0.93
24.00,223.00,1.29
24.00,224.00,0.84
24.00,225.00,1.15
24.00,226.00,0.76
24.00,227.00,0.98
24.00,228.00,1.10
24.00,229.00,0.97
24.00,230.00,0.87
24.00,231.00,1.34
24.00,232.00,1.09
24.00,233.00,0.84
24.00,234.00,0.85
24.00,235.00,1.09
24.00,236.00,0.85
24.00,237.00,1.08
24.00,238.00,0.73
24.00,239.00,0.88
24.00,240.00,0.82
24.00,241.00,0.97
24.00,242.00,0.93
24.00,243.00,1.08
24.00,244.00,1.12
24.00,245.00,1.02
24.00,246.00,0.75
24.00,247.00,1.26
24.00,248.00,0.86
24.00,249.00,1.07
24.00,250.00,1.20
24.00,251.00,0.97
24.00,252.00,1.23
24.00,253.00,1.25
24.00,254.00,1.04
25.00,0.00,-0.84
25.00,1.00,-0.90
25.00,2.00,-0.76
25.00,3.00,-0.72
25.00,4.00,-1.13
25.00,5.00,-1.01
25.00,6.00,-0.64
25.00,7.00,-0.84
25.00,8.00,-0.98
25.00,9.00,-0.94
25.00,10.00,-0.54
25.00,11.00,-0.86
25.00,12.00,-0.70
25.00,13.00,-0.91
25.00,14.00,-0.75
25.00,15.00,-0.43
25.00,16.00,-0.92
25.00,17.00,-0.98
25.00,18.00,-0.90
25.00,19.00,-0.37
25.00,20.00,-0.56
25.00,21.00,-0.77
25.00,22.00,-1.18
25.00,23.00,-0.93
25.00,24.00,-0.93
25.00,25.00,-0.84
25.00,26.00,-0.59
25.00,27.00,-1.09
25.00,28.00,-0.58
25.00,29.00,-0.71
25.00,30.00,-0.81
25.00,31.00,-1.12
25.00,32.00,-0.74
25.00,33.00,-0.79
25.00,34.00,-1.04
25.00,35.00,-0.87
25.00,36.00,-0.76
25.00,37.00,-1.06
25.00,38.00,-0.79
25.00,39.00,-1.17
25.00,40.00,-1.08
25.00,41.00,-1.11
25.00,42.00,-0.96
25.00,43.00,-1.11
25.00,44.00,-0.71
25.00,45.00,-1.13
25.00,46.00,-0.62
25.00,47.00,-1.20
25.00,48.00,-0.82
25.00,49.00,-0.56
25.00,50.00,-1.01
25.00,51.00,-0.34
25.00,52.00,-0.91
25.00,53.00,-0.65
25.00,54.00,-0.73
25.00,55.00,-0.16
25.00,56.00,0.21
25.00,57.00,0.48
25.00,58.00,0.45
25.00,59.00,0.53
25.00,60.00,0.40
25.00,61.00,0.36
25.00,62.00,0.30
25.00,63.00,0.39
25.00,64.00,0.73
25.00,65.00,0.73
25.00,66.00,0.63
25.00,67.00,0.87
25.00,68.00,0.64
25.00,69.00,0.62
25.00,70.00,0.41
25.00,71.00,0.38
25.00,72.00,0.44
25.00,73.00,0.45
25.00,74.00,0.57
25.00,75.00,0.54
25.00,76.00,-0.25
25.00,77.00,-0.16
25.00,78.00,-0.12
25.00,79.00,0.32
25.00,80.00,0.04
25.00,81.00,0.33
25.00,82.00,0.07
25.00,83.00,0.78
25.00,84.00,0.13
25.00,85.00,0.55
25.00,86.00,0.54
25.00,87.00,0.23
25.00,88.00,0.06
25.00,89.00,-0.05
25.00,90.00,-0.18
25.00,91.00,-0.55
25.00,92.00,0.11
25.00,93.00,-0.42
25.00,94.00,-0.25
25.00,95.00,-0.12
25.00,96.00,0.05
25.00,97.00,0.12
25.00,98.00,0.18
25.00,99.00,0.12
25.00,100.00,-0.06
25.00,101.00,0.04
25.00,102.00,0.26
25.00,103.00,0.55
25.00,104.00,0.16
25.00,105.00,0.41
25.00,106.00,0.67
25.00,107.00,1.13
25.00,108.00,1.08
25.00,109.00,1.17
25.00,110.00,0.66
25.00,111.00,1.08
25.00,112.00,0.82
25.00,113.00,1.09
25.00,114.00,1.08
25.00,115.00,0.67
25.00,116.00,0.86
25.00,117.00,0.60
25.00,118.00,1.17
25.00,119.00,0.94
25.00,120.00,0.96
25.00,121.00,0.72
25.00,122.00,1.03
25.00,123.00,0.84
25.00,124.00,1.14
25.00,125.00,1.25
25.00,126.00,1.09
25.00,127.00,1.05
25.00,128.00,1.18
25.00,129.00,1.12
25.00,130.00,1.29
25.00,131.00,1.03
25.00,132.00,1.26
25.00,133.00,1.25
25.00,134.00,1.32
25.00,135.00,1.27
25.00,136.00,1.24
25.00,137.00,1.15
25.00,138.00,1.57
25.00,139.00,1.13
25.00,140.00,1.27
25.00,141.00,1.18
25.00,142.00,1.60
25.00,143.00,0.81
25.00,144.00,1.23
25.00,145.00,1.16
25.00,146.00,1.16
25.00,147.00,1.06
25.00,148.00,1.47
25.00,149.00,1.15
25.00,150.00,0.62
25.00,151.00,1.05
25.00,152.00,1.05
25.00,153.00,1.03
25.00,154.00,0.99
25.00,155.00,0.75
25.00,156.00,0.76
25.00,157.00,0.89
25.00,158.00,1.17
25.00,159.00,1.23
25.00,160.00,1.08
25.00,161.00,1.11
25.00,162.00,0.81
25.00,163.00,1.27
25.00,164.00,1.30
25.00,165.00,1.00
25.00,166.00,1.29
25.00,167.00,0.96
25.00,168.00,1.11
25.00,169.00,1.13
25.00,170.00,1.05
25.00,171.00,1.29
25.00,172.00,0.81
25.00,173.00,1.10
25.00,174.00,1.07
25.00,175.00,0.67
25.00,176.00,0.90
25.00,177.00,0.96
25.00,178.00,0.87
25.00,179.00,1.14
25.00,180.00,1.01
25.00,181.00,0.98
25.00,182.00,1.05
25.00,183.00,0.79
25.00,184.00,0.60
25.00,185.00,0.82
25.00,186.00,1.00
25.00,187.00,1.05
25.00,188.00,0.94
25.00,189.00,0.72
25.00,190.00,0.75
25.00,191.00,0.59
25.00,192.00,1.00
25.00,193.00,1.25
25.00,194.00,0.83
25.00,195.00,1.00
25.00,196.00,1.04
25.00,197.00,0.81
25.00,198.00,1.12
25.00,199.00,1.01
25.00,200.00,1.21
25.00,201.00,1.13
25.00,202.00,0.94
25.00,203.00,0.92
25.00,204.00,0.88
25.00,205.00,1.01
25.00,206.00,1.08
25.00,207.00,0.65
25.00,208.00,0.95
25.00,209.00,1.06
25.00,210.00,1.17
25.00,211.00,0.88
25.00,212.00,1.10
25.00,213.00,0.97
25.00,214.00,1.12
25.00,215.00,0.96
25.00,216.00,0.92
25.00,217.00,0.94
25.00,218.00,1.13
25.00,219.00,0.88
25.00,220.00,0.93
25.00,221.00,0.83
25.00,222.00,1.13
25.00,223.00,1.08
25.00,224.00,1.19
25.00,225.00,0.96
25.00,226.00,1.22
25.00,227.00,0.93
25.00,228.00,1.00
25.00,229.00,0.93
25.00,230.00,1.16
25.00,231.00,1.38
25.00,232.00,0.79
25.00,233.00,1.39
25.00,234.00,0.91
25.00,235.00,0.74
25.00,236.00,0.93
25.00,237.00,0.87
25.00,238.00,0.98
25.00,239.00,1.02
25.00,240.00,1.15
25.00,241.00,0.76
25.00,242.00,0.90
25.00,243.00,1.44
25.00,244.00,1.18
25.00,245.00,1.31
25.00,246.00,0.85
25.00,247.00,1.18
25.00,248.00,1.08
25.00,249.00,1.17
25.00,250.00,1.17
25.00,251.00,1.12
25.00,252.00,1.22
25.00,253.00,1.34
25.00,254.00,1.27
26.00,0.00,-1.02
26.00,1.00,-0.88
26.00,2.00,-0.98
26.00,3.00,-0.88
26.00,4.00,-0.90
26.00,5.00,-1.03
26.00,6.00,-0.77
26.00,7.00,-0.48
26.00,8.00,-0.73
26.00,9.00,-0.89
26.00,10.00,-0.90
26.00,11.00,-1.06
26.00,12.00,-1.11
26.00,13.00,-0.66
26.00,14.00,-0.81
26.00,15.00,-0.69
26.00,16.00,-0.95
26.00,17.00,-1.06
26.00,18.00,-0.88
26.00,19.00,-1.00
26.00,20.00,-0.64
26.00,21.00,-0.72
26.00,22.00,-0.43
26.00,23.00,-1.21
26.00,24.00,-0.82
26.00,25.00,-0.86
26.00,26.00,-1.16
26.00,27.00,-0.87
26.00,28.00,-0.65
26.00,29.00,-0.73
26.00,30.00,-0.59
26.00,31.00,-0.77
26.00,32.00,-0.84
26.00,33.00,-1.26
26.00,34.00,-0.77
26.00,35.00,-1.29
26.00,36.00,-0.96
26.00,37.00,-1.07
26.00,38.00,-0.93
26.00,39.00,-0.62
26.00,40.00,-0.98
26.00,41.00,-0.61
26.00,42.00,-0.86
26.00,43.00,-0.74
26.00,44.00,-0.71
26.00,45.00,-0.91
26.00,46.00,-1.03
26.00,47.00,-1.34
26.00,48.00,-0.81
26.00,49.00,-1.38
26.00,50.00,-0.59
26.00,51.00,-0.46
26.00,52.00,-0.20
26.00,53.00,-0.90
26.00,54.00,0.15
26.00,55.00,-0.24
26.00,56.00,0.01
26.00,57.00,-0.07
26.00,58.00,-0.03
26.00,59.00,-0.04
26.00,60.00,0.29
26.00,61.00,-0.31
26.00,62.00,0.16
26.00,63.00,0.51
26.00,64.00,0.43
26.00,65.00,0.36
26.00,66.00,0.38
26.00,67.00,-0.25
26.00,68.00,0.21
26.00,69.00,0.27
26.00,70.00,0.01
26.00,71.00,0.63
26.00,72.00,0.34
26.00,73.00,0.38
26.00,74.00,0.52
26.00,75.00,0.31
26.00,76.00,0.65
26.00,77.00,0.37
26.00,78.00,0.53
26.00,79.00,0.49
26.00,80.00,0.50
26.00,81.00,-0.28
26.00,82.00,-0.28
26.00,83.00,-0.28
26.00,84.00,0.24
26.00,85.00,-0.19
26.00,86.00,0.56
26.00,87.00,0.20
26.00,88.00,-0.27
26.00,89.00,0.19
26.00,90.00,-0.41
26.00,91.00,0.27
26.00,92.00,-0.18
26.00,93.00,0.21
26.00,94.00,-0.02
26.00,95.00,-0.42
26.00,96.00,0.46
26.00,97.00,0.18
26.00,98.00,1.07
26.00,99.00,0.89
26.00,100.00,0.67
26.00,101.00,0.79
26.00,102.00,0.90
26.00,103.00,0.76
26.00,104.00,0.67
26.00,105.00,0.96
26.00,106.00,0.96
26.00,107.00,1.12
26.00,108.00,0.11
26.00,109.00,0.53
26.00,110.00,0.89
26.00,111.00,0.83
26.00,112.00,0.58
26.00,113.00,0.89
26.00,114.00,0.93
26.00,115.00,0.74
26.00,116.00,0.73
26.00,117.00,0.84
26.00,118.00,0.45
26.00,119.00,0.92
26.00,120.00,1.04
26.00,121.00,0.80
26.00,122.00,0.94
26.00,123.00,1.29
26.00,124.00,1.04
26.00,125.00,0.62
26.00,126.00,1.03
26.00,127.00,0.71
26.00,128.00,1.36
26.00,129.00,0.74
26.00,130.00,1.14
26.00,131.00,0.94
26.00,132.00,0.98
26.00,133.00,1.31
26.00,134.00,1.10
26.00,135.00,1.49
26.00,136.00,1.34
26.00,137.00,0.99
26.00,138.00,1.24
26.00,139.00,1.42
26.00,140.00,1.07
26.00,141.00,0.99
26.00,142.00,1.43
26.00,143.00,1.29
26.00,144.00,1.41
26.00,145.00,1.32
26.00,146.00,1.43
26.00,147.00,1.40
26.00,148.00,1.26
26.00,149.00,1.12
26.00,150.00,1.37
26.00,151.00,1.12
26.00,152.00,1.04
26.00,153.00,1.17
26.00,154.00,1.32
26.00,155.00,1.33
26.00,156.00,1.08
26.00,157.00,1.20
26.00,158.00,1.48
26.00,159.00,1.33
26.00,160.00,0.82
26.00,161.00,1.17
26.00,162.00,0.79
26.00,163.00,1.00
26.00,164.00,1.08
26.00,165.00,1.17
26.00,166.00,0.47
26.00,167.00,1.02
26.00,168.00,0.81
26.00,169.00,1.17
26.00,170.00,0.99
26.00,171.00,1.27
26.00,172.00,1.32
26.00,173.00,1.18
26.00,174.00,1.23
26.00,175.00,0.76
26.00,176.00,1.13
26.00,177.00,1.08
26.00,178.00,0.99
26.00,179.00,1.24
26.00,180.00,1.12
26.00,181.00,0.94
26.00,182.00,1.14
26.00,183.00,1.18
26.00,184.00,1.15
26.00,185.00,1.20
26.00,186.00,0.76
26.00,187.00,1.07
26.00,188.00,1.24
26.00,189.00,0.83
26.00,190.00,1.20
26.00,191.00,0.96
26.00,192.00,1.08
26.00,193.00,1.06
26.00,194.00,1.06
26.00,195.00,1.15
26.00,196.00,1.11
26.00,197.00,0.98
26.00,198.00,0.91
26.00,199.00,1.30
26.00,200.00,1.21
26.00,201.00,1.25
26.00,202.00,0.97
26.00,203.00,1.56
26.00,204.00,1.28
26.00,205.00,0.89
26.00,206.00,1.24
26.00,207.00,1.04
26.00,208.00,1.07
26.00,209.00,0.97
26.00,210.00,1.33
26.00,211.00,1.03
26.00,212.00,1.21
26.00,213.00,1.14
26.00,214.00,1.39
26.00,215.00,1.42
26.00,216.00,1.36
26.00,217.00,1.02
26.00,218.00,1.31
26.00,219.00,1.05
26.00,220.00,1.22
26.00,221.00,1.00
26.00,222.00,1.25
26.00,223.00,1.27
26.00,224.00,0.77
26.00,225.00,0.92
26.00,226.00,1.11
26.00,227.00,0.88
26.00,228.00,1.12
26.00,229.00,1.19
26.00,230.00,1.02
26.00,231.00,0.87
26.00,232.00,0.98
26.00,233.00,0.89
26.00,234.00,1.30
26.00,235.00,1.06
26.00,236.00,1.24
26.00,237.00,1.03
26.00,238.00,0.70
26.00,239.00,0.90
26.00,240.00,1.35
26.00,241.00,1.04
26.00,242.00,0.82
26.00,243.00,1.08
26.00,244.00,0.89
26.00,245.00,0.79
26.00,246.00,1.33
26.00,247.00,1.09
26.00,248.00,1.36
26.00,249.00,0.75
26.00,250.00,1.28
26.00,251.00,0.86
26.00,252.00,1.37
26.00,253.00,0.96
26.00,254.00,1.02
27.00,0.00,-0.96
27.00,1.00,-0.81
27.00,2.00,-1.42
27.00,3.00,-0.84
27.00,4.00,-1.13
27.00,5.00,-0.66
27.00,6.00,-0.55
27.00,7.00,-0.84
27.00,8.00,-1.00
27.00,9.00,-0.61
27.00,10.00,-0.41
27.00,11.00,-0.64
27.00,12.00,-0.66
27.00,13.00,-1.45
27.00,14.00,-0.70
27.00,15.00,-0.73
27.00,16.00,-1.42
27.00,17.00,-0.93
27.00,18.00,-0.23
27.00,19.00,-1.09
27.00,20.00,-1.08
27.00,21.00,-1.34
27.00,22.00,-1.43
27.00,23.00,-0.47
27.00,24.00,-1.59
27.00,25.00,-0.99
27.00,26.00,-0.64
27.00,27.00,-1.12
27.00,28.00,-0.31
27.00,29.00,-1.19
27.00,30.00,-0.69
27.00,31.00,-0.87
27.00,32.00,-1.16
27.00,33.00,-0.78
27.00,34.00,-0.91
27.00,35.00,-0.50
27.00,36.00,-1.00
27.00,37.00,-0.73
27.00,38.00,-1.24
27.00,39.00,-1.30
27.00,40.00,-0.86
27.00,41.00,-1.00
27.00,42.00,-0.53
27.00,43.00,-1.12
27.00,44.00,-0.82
27.00,45.00,-0.77
27.00,46.00,-0.66
27.00,47.00,-1.09
27.00,48.00,-0.98
27.00,49.00,-0.95
27.00,50.00,-0.88
27.00,51.00,0.33
27.00,52.00,-0.22
27.00,53.00,-0.13
27.00,54.00,-0.45
27.00,55.00,-0.28
27.00,56.00,-0.25
27.00,57.00,-0.02
27.00,58.00,0.18
27.00,59.00,0.07
27.00,60.00,-0.32
27.00,61.00,-0.76
27.00,62.00,-0.29
27.00,63.00,-0.17
27.00,64.00,0.14
27.00,65.00,-0.44
27.00,66.00,-0.36
27.00,67.00,0.18
27.00,68.00,-0.20
27.00,69.00,0.07
27.00,70.00,0.42
27.00,71.00,0.01
27.00,72.00,0.30
27.00,73.00,0.63
27.00,74.00,0.12
27.00,75.00,0.00
27.00,76.00,0.40
27.00,77.00,0.25
27.00,78.00,-0.04
27.00,79.00,0.23
27.00,80.00,0.09
27.00,81.00,0.00
27.00,82.00,0.21
27.00,83.00,-0.45
27.00,84.00,-0.39
27.00,85.00,-0.15
27.00,86.00,-0.09
27.00,87.00,0.07
27.00,88.00,0.24
27.00,89.00,0.00
27.00,90.00,0.30
27.00,91.00,0.06
27.00,92.00,0.36
27.00,93.00,0.56
27.00,94.00,0.48
27.00,95.00,0.31
27.00,96.00,0.28
27.00,97.00,0.43
27.00,98.00,0.32
27.00,99.00,0.49
27.00,100.00,0.62
27.00,101.00,0.62
27.00,102.00,0.65
27.00,103.00,0.75
27.00,104.00,1.04
27.00,105.00,0.25
27.00,106.00,0.47
27.00,107.00,0.67
27.00,108.00,0.25
27.00,109.00,0.43
27.00,110.00,0.65
27.00,111.00,0.70
27.00,112.00,0.45
27.00,113.00,0.72
27.00,114.00,0.51
27.00,115.00,0.60
27.00,116.00,0.47
27.00,117.00,1.04
27.00,118.00,1.00
27.00,119.00,0.47
27.00,120.00,0.47
27.00,121.00,0.73
27.00,122.00,0.63
27.00,123.00,0.84
27.00,124.00,0.96
27.00,125.00,1.14
27.00,126.00,0.60
27.00,127.00,1.22
27.00,128.00,1.22
27.00,129.00,1.17
27.00,130.00,1.02
27.00,131.00,0.58
27.00,132.00,0.98
27.00,133.00,0.89
27.00,134.00,0.86
27.00,135.00,0.67
27.00,136.00,1.02
27.00,137.00,1.02
27.00,138.00,0.94
27.00,139.00,0.89
27.00,140.00,1.07
27.00,141.00,1.28
27.00,142.00,1.02
27.00,143.00,0.86
27.00,144.00,0.67
27.00,145.00,1.06
27.00,146.00,0.99
27.00,147.00,1.35
27.00,148.00,1.06
27.00,149.00,1.47
27.00,150.00,1.33
27.00,151.00,1.01
27.00,152.00,1.26
27.00,153.00,1.45
27.00,154.00,1.36
27.00,155.00,1.03
27.00,156.00,1.11
27.00,157.00,0.65
27.00,158.00,1.39
27.00,159.00,1.08
27.00,160.00,0.97
27.00,161.00,1.30
27.00,162.00,0.94
27.00,163.00,0.93
27.00,164.00,0.88
27.00,165.00,1.10
27.00,166.00,0.74
27.00,167.00,1.16
27.00,168.00,1.09
27.00,169.00,0.93
27.00,170.00,1.17
27.00,171.00,0.83
27.00,172.00,1.05
27.00,173.00,1.19
27.00,174.00,0.67
27.00,175.00,1.05
27.00,176.00,0.97
27.00,177.00,0.52
27.00,178.00,0.84
27.00,179.00,0.61
27.00,180.00,0.97
27.00,181.00,1.07
27.00,182.00,0.84
27.00,183.00,1.16
27.00,184.00,0.97
27.00,185.00,1.12
27.00,186.00,0.77
27.00,187.00,0.84
27.00,188.00,1.25
27.00,189.00,1.14
27.00,190.00,0.75
27.00,191.00,0.91
27.00,192.00,0.95
27.00,193.00,1.20
27.00,194.00,1.17
27.00,195.00,1.16
27.00,196.00,0.90
27.00,197.00,0.65
27.00,198.00,0.92
27.00,199.00,0.93
27.00,200.00,1.06
27.00,201.00,1.02
27.00,202.00,1.10
27.00,203.00,1.06
27.00,204.00,1.07
27.00,205.00,1.00
27.00,206.00,1.21
27.00,207.00,1.22
27.00,208.00,1.09
27.00,209.00,1.52
27.00,210.00,1.06
27.00,211.00,1.19
27.00,212.00,1.01
27.00,213.00,0.76
27.00,214.00,1.09
27.00,215.00,1.13
27.00,216.00,1.13
27.00,217.00,1.05
27.00,218.00,1.04
27.00,219.00,1.31
27.00,220.00,1.11
27.00,221.00,1.10
27.00,222.00,1.08
27.00,223.00,1.15
27.00,224.00,0.67
27.00,225.00,1.04
27.00,226.00,1.23
27.00,227.00,1.43
27.00,228.00,1.09
27.00,229.00,1.31
27.00,230.00,0.98
27.00,231.00,1.00
27.00,232.00,1.41
27.00,233.00,1.00
27.00,234.00,1.07
27.00,235.00,1.16
27.00,236.00,1.49
27.00,237.00,1.07
27.00,238.00,1.25
27.00,239.00,0.99
27.00,240.00,1.21
27.00,241.00,1.00
27.00,242.00,1.19
27.00,243.00,1.12
27.00,244.00,1.28
27.00,245.00,0.98
27.00,246.00,1.29
27.00,247.00,1.02
27.00,248.00,1.31
27.00,249.00,1.00
27.00,250.00,1.48
27.00,251.00,1.12
27.00,252.00,1.08
27.00,253.00,0.84
27.00,254.00,1.19
28.00,0.00,-1.28
28.00,1.00,-0.27
28.00,2.00,-1.45
28.00,3.00,-0.67
28.00,4.00,-0.89
28.00,5.00,-1.58
28.00,6.00,-1.99
28.00,7.00,-0.22
28.00,8.00,-0.67
28.00,9.00,-1.29
28.00,10.00,-0.68
28.00,11.00,-0.28
28.00,12.00,-0.96
28.00,13.00,-0.26
28.00,14.00,-1.20
28.00,15.00,-0.58
28.00,16.00,-0.57
28.00,17.00,-1.31
28.00,18.00,-2.47
28.00,19.00,-0.39
28.00,20.00,-1.14
28.00,21.00,-2.10
28.00,22.00,-0.03
28.00,23.00,-0.70
28.00,24.00,-0.45
28.00,25.00,-1.40
28.00,26.00,-0.48
28.00,27.00,-0.96
28.00,28.00,-1.12
28.00,29.00,-1.00
28.00,30.00,-0.78
28.00,31.00,-0.88
28.00,32.00,-1.22
28.00,33.00,-0.66
28.00,34.00,-0.98
28.00,35.00,-1.29
28.00,36.00,-0.79
28.00,37.00,-0.94
28.00,38.00,-0.99
28.00,39.00,-1.10
28.00,40.00,-0.90
28.00,41.00,-0.80
28.00,42.00,-1.04
28.00,43.00,-0.61
28.00,44.00,-0.77
28.00,45.00,-0.76
28.00,46.00,-0.84
28.00,47.00,-1.08
28.00,48.00,-0.84
28.00,49.00,-0.94
28.00,50.00,-0.69
28.00,51.00,-1.03
28.00,52.00,-0.12
28.00,53.00,0.41
28.00,54.00,-0.15
28.00,55.00,-0.75
28.00,56.00,-0.03
28.00,57.00,-0.04
28.00,58.00,-0.16
28.00,59.00,-0.53
28.00,60.00,-0.74
28.00,61.00,0.21
28.00,62.00,-0.45
28.00,63.00,0.14
28.00,64.00,-0.53
28.00,65.00,-0.34
28.00,66.00,-0.48
28.00,67.00,-0.60
28.00,68.00,-0.05
28.00,69.00,0.10
28.00,70.00,0.38
28.00,71.00,0.41
28.00,72.00,-0.18
28.00,73.00,-0.12
28.00,74.00,-0.20
28.00,75.00,0.01
28.00,76.00,0.08
28.00,77.00,0.20
28.00,78.00,0.28
28.00,79.00,0.15
28.00,80.00,-0.08
28.00,81.00,0.59
28.00,82.00,0.08
28.00,83.00,0.41
28.00,84.00,-0.35
28.00,85.00,0.27
28.00,86.00,0.08
28.00,87.00,-0.04
28.00,88.00,0.24
28.00,89.00,0.53
28.00,90.00,0.17
28.00,91.00,0.29
28.00,92.00,0.43
28.00,93.00,0.35
28.00,94.00,0.45
28.00,95.00,0.88
28.00,96.00,0.36
28.00,97.00,0.20
28.00,98.00,0.77
28.00,99.00,0.77
28.00,100.00,0.54
28.00,101.00,0.80
28.00,102.00,0.65
28.00,103.00,0.69
28.00,104.00,0.75
28.00,105.00,0.25
28.00,106.00,0.76
28.00,107.00,0.72
28.00,108.00,0.71
28.00,109.00,0.68
28.00,110.00,0.70
28.00,111.00,1.13
28.00,112.00,0.71
28.00,113.00,0.83
28.00,114.00,0.63
28.00,115.00,0.87
28.00,116.00,0.58
28.00,117.00,0.66
28.00,118.00,0.44
28.00,119.00,0.34
28.00,120.00,0.73
28.00,121.00,0.75
28.00,122.00,0.97
28.00,123.00,0.90
28.00,124.00,1.04
28.00,125.00,0.77
28.00,126.00,0.81
28.00,127.00,1.13
28.00,128.00,0.77
28.00,129.00,0.86
28.00,130.00,1.01
28.00,131.00,1.03
28.00,132.00,0.78
28.00,133.00,0.80
28.00,134.00,1.12
28.00,135.00,0.85
28.00,136.00,0.93
28.00,137.00,0.87
28.00,138.00,0.69
28.00,139.00,1.07
28.00,140.00,1.05
28.00,141.00,0.84
28.00,142.00,1.37
28.00,143.00,1.14
28.00,144.00,0.88
28.00,145.00,0.75
28.00,146.00,0.92
28.00,147.00,1.09
28.00,148.00,1.01
28.00,149.00,1.36
28.00,150.00,1.43
28.00,151.00,1.37
28.00,152.00,0.99
28.00,153.00,1.39
28.00,154.00,1.29
28.00,155.00,1.11
28.00,156.00,0.93
28.00,157.00,0.79
28.00,158.00,1.14
28.00,159.00,1.06
28.00,160.00,1.07
28.00,161.00,1.20
28.00,162.00,1.17
28.00,163.00,1.21
28.00,164.00,1.33
28.00,165.00,1.14
